dilution_number,G5_gr_fit,A4_gr_fit,E2_gr_fit,F8_gr_fit,E3_gr_fit,E8_gr_fit,A3_gr_fit,B1_gr_fit,E1_gr_fit,D2_gr_fit,G4_gr_fit,H9_gr_fit,C2_gr_fit,B10_gr_fit,C11_gr_fit,G11_gr_fit,B7_gr_fit,E9_gr_fit,E10_gr_fit,D1_gr_fit,B6_gr_fit,A11_gr_fit,D3_gr_fit,C1_gr_fit,D4_gr_fit,B12_gr_fit,H5_gr_fit,A6_gr_fit,A8_gr_fit,F11_gr_fit,H8_gr_fit,E5_gr_fit,G6_gr_fit,B3_gr_fit,F12_gr_fit,G3_gr_fit,C10_gr_fit,A7_gr_fit,C6_gr_fit,H6_gr_fit,H2_gr_fit,H3_gr_fit,F5_gr_fit,E11_gr_fit,A10_gr_fit,H7_gr_fit,E7_gr_fit,A1_gr_fit,D7_gr_fit,G10_gr_fit,B2_gr_fit,G8_gr_fit,F2_gr_fit,F1_gr_fit,A5_gr_fit,F6_gr_fit,B8_gr_fit,F4_gr_fit,E4_gr_fit,C8_gr_fit,H4_gr_fit,D5_gr_fit,E12_gr_fit,F10_gr_fit,F7_gr_fit,H1_gr_fit,F9_gr_fit,H12_gr_fit,B9_gr_fit,C5_gr_fit,D6_gr_fit,C12_gr_fit,G1_gr_fit,G12_gr_fit,D11_gr_fit,B5_gr_fit,C4_gr_fit,G9_gr_fit,C9_gr_fit,C3_gr_fit,B11_gr_fit,D12_gr_fit,A2_gr_fit,B4_gr_fit,E6_gr_fit,F3_gr_fit,G2_gr_fit,A12_gr_fit,H10_gr_fit,G7_gr_fit,D9_gr_fit,C7_gr_fit,A9_gr_fit,D8_gr_fit,H11_gr_fit,D10_gr_fit,G5_ord_fit,A4_ord_fit,E2_ord_fit,F8_ord_fit,E3_ord_fit,E8_ord_fit,A3_ord_fit,B1_ord_fit,E1_ord_fit,D2_ord_fit,G4_ord_fit,H9_ord_fit,C2_ord_fit,B10_ord_fit,C11_ord_fit,G11_ord_fit,B7_ord_fit,E9_ord_fit,E10_ord_fit,D1_ord_fit,B6_ord_fit,A11_ord_fit,D3_ord_fit,C1_ord_fit,D4_ord_fit,B12_ord_fit,H5_ord_fit,A6_ord_fit,A8_ord_fit,F11_ord_fit,H8_ord_fit,E5_ord_fit,G6_ord_fit,B3_ord_fit,F12_ord_fit,G3_ord_fit,C10_ord_fit,A7_ord_fit,C6_ord_fit,H6_ord_fit,H2_ord_fit,H3_ord_fit,F5_ord_fit,E11_ord_fit,A10_ord_fit,H7_ord_fit,E7_ord_fit,A1_ord_fit,D7_ord_fit,G10_ord_fit,B2_ord_fit,G8_ord_fit,F2_ord_fit,F1_ord_fit,A5_ord_fit,F6_ord_fit,B8_ord_fit,F4_ord_fit,E4_ord_fit,C8_ord_fit,H4_ord_fit,D5_ord_fit,E12_ord_fit,F10_ord_fit,F7_ord_fit,H1_ord_fit,F9_ord_fit,H12_ord_fit,B9_ord_fit,C5_ord_fit,D6_ord_fit,C12_ord_fit,G1_ord_fit,G12_ord_fit,D11_ord_fit,B5_ord_fit,C4_ord_fit,G9_ord_fit,C9_ord_fit,C3_ord_fit,B11_ord_fit,D12_ord_fit,A2_ord_fit,B4_ord_fit,E6_ord_fit,F3_ord_fit,G2_ord_fit,A12_ord_fit,H10_ord_fit,G7_ord_fit,D9_ord_fit,C7_ord_fit,A9_ord_fit,D8_ord_fit,H11_ord_fit,D10_ord_fit,G5_R2_fit,A4_R2_fit,E2_R2_fit,F8_R2_fit,E3_R2_fit,E8_R2_fit,A3_R2_fit,B1_R2_fit,E1_R2_fit,D2_R2_fit,G4_R2_fit,H9_R2_fit,C2_R2_fit,B10_R2_fit,C11_R2_fit,G11_R2_fit,B7_R2_fit,E9_R2_fit,E10_R2_fit,D1_R2_fit,B6_R2_fit,A11_R2_fit,D3_R2_fit,C1_R2_fit,D4_R2_fit,B12_R2_fit,H5_R2_fit,A6_R2_fit,A8_R2_fit,F11_R2_fit,H8_R2_fit,E5_R2_fit,G6_R2_fit,B3_R2_fit,F12_R2_fit,G3_R2_fit,C10_R2_fit,A7_R2_fit,C6_R2_fit,H6_R2_fit,H2_R2_fit,H3_R2_fit,F5_R2_fit,E11_R2_fit,A10_R2_fit,H7_R2_fit,E7_R2_fit,A1_R2_fit,D7_R2_fit,G10_R2_fit,B2_R2_fit,G8_R2_fit,F2_R2_fit,F1_R2_fit,A5_R2_fit,F6_R2_fit,B8_R2_fit,F4_R2_fit,E4_R2_fit,C8_R2_fit,H4_R2_fit,D5_R2_fit,E12_R2_fit,F10_R2_fit,F7_R2_fit,H1_R2_fit,F9_R2_fit,H12_R2_fit,B9_R2_fit,C5_R2_fit,D6_R2_fit,C12_R2_fit,G1_R2_fit,G12_R2_fit,D11_R2_fit,B5_R2_fit,C4_R2_fit,G9_R2_fit,C9_R2_fit,C3_R2_fit,B11_R2_fit,D12_R2_fit,A2_R2_fit,B4_R2_fit,E6_R2_fit,F3_R2_fit,G2_R2_fit,A12_R2_fit,H10_R2_fit,G7_R2_fit,D9_R2_fit,C7_R2_fit,A9_R2_fit,D8_R2_fit,H11_R2_fit,D10_R2_fit,G5_gr_area,A4_gr_area,E2_gr_area,F8_gr_area,E3_gr_area,E8_gr_area,A3_gr_area,B1_gr_area,E1_gr_area,D2_gr_area,G4_gr_area,H9_gr_area,C2_gr_area,B10_gr_area,C11_gr_area,G11_gr_area,B7_gr_area,E9_gr_area,E10_gr_area,D1_gr_area,B6_gr_area,A11_gr_area,D3_gr_area,C1_gr_area,D4_gr_area,B12_gr_area,H5_gr_area,A6_gr_area,A8_gr_area,F11_gr_area,H8_gr_area,E5_gr_area,G6_gr_area,B3_gr_area,F12_gr_area,G3_gr_area,C10_gr_area,A7_gr_area,C6_gr_area,H6_gr_area,H2_gr_area,H3_gr_area,F5_gr_area,E11_gr_area,A10_gr_area,H7_gr_area,E7_gr_area,A1_gr_area,D7_gr_area,G10_gr_area,B2_gr_area,G8_gr_area,F2_gr_area,F1_gr_area,A5_gr_area,F6_gr_area,B8_gr_area,F4_gr_area,E4_gr_area,C8_gr_area,H4_gr_area,D5_gr_area,E12_gr_area,F10_gr_area,F7_gr_area,H1_gr_area,F9_gr_area,H12_gr_area,B9_gr_area,C5_gr_area,D6_gr_area,C12_gr_area,G1_gr_area,G12_gr_area,D11_gr_area,B5_gr_area,C4_gr_area,G9_gr_area,C9_gr_area,C3_gr_area,B11_gr_area,D12_gr_area,A2_gr_area,B4_gr_area,E6_gr_area,F3_gr_area,G2_gr_area,A12_gr_area,H10_gr_area,G7_gr_area,D9_gr_area,C7_gr_area,A9_gr_area,D8_gr_area,H11_gr_area,D10_gr_area,G5_Area,A4_Area,E2_Area,F8_Area,E3_Area,E8_Area,A3_Area,B1_Area,E1_Area,D2_Area,G4_Area,H9_Area,C2_Area,B10_Area,C11_Area,G11_Area,B7_Area,E9_Area,E10_Area,D1_Area,B6_Area,A11_Area,D3_Area,C1_Area,D4_Area,B12_Area,H5_Area,A6_Area,A8_Area,F11_Area,H8_Area,E5_Area,G6_Area,B3_Area,F12_Area,G3_Area,C10_Area,A7_Area,C6_Area,H6_Area,H2_Area,H3_Area,F5_Area,E11_Area,A10_Area,H7_Area,E7_Area,A1_Area,D7_Area,G10_Area,B2_Area,G8_Area,F2_Area,F1_Area,A5_Area,F6_Area,B8_Area,F4_Area,E4_Area,C8_Area,H4_Area,D5_Area,E12_Area,F10_Area,F7_Area,H1_Area,F9_Area,H12_Area,B9_Area,C5_Area,D6_Area,C12_Area,G1_Area,G12_Area,D11_Area,B5_Area,C4_Area,G9_Area,C9_Area,C3_Area,B11_Area,D12_Area,A2_Area,B4_Area,E6_Area,F3_Area,G2_Area,A12_Area,H10_Area,G7_Area,D9_Area,C7_Area,A9_Area,D8_Area,H11_Area,D10_Area,time[h]
1,0.0112393742886553,0.0216183118874333,0.0164530460623124,0.0186401860733044,0.00907275837833429,0.0191458317839072,0.0114849663342277,0.0207841033352115,0.0195284320589748,0.0143946468887025,0.0173422220334216,0.0204693651035283,0,0.0203708455440171,0.0183005849408844,0.0207666096105698,0.0111366351523451,0.00928503789909901,0.010646746936984,0.0137592913710513,0.0109599553604201,0.0201272834226361,0.0139977008374654,0.0183724168488043,0,0.0197389032731633,0.0157675017710067,0.012012033729162,0.0126435929857328,0.0197392974519117,0.0189821209102055,0.0189862637320727,0.0163301990904423,0.0117735488347928,0.0181613078911152,0.0110126128253454,0.01971432326337,0.00914523183485166,0.017134571155651,0.0201035100927501,0.0192328395067347,0.0175478781288681,0.010456243802507,0.0206889823895613,0.00979646123573945,0.0179812924761148,0.0110615255924207,0.0205234441144279,0,0.0193731266431643,0.0117401271528448,0,0.0181941621939647,0.0193878818836113,0.0220289144306259,0.0119049516472096,0.0105504095356717,0.0164676769073916,0.0163083370777155,0.0177689435457031,0.0171334230958698,0.0196502507279035,0.0182301792536315,0.0183239703889842,0.0112420902532285,0.0183595941985511,0.0183867342212151,0.0190735366677489,0,0.0189836556588577,0.00897245040461581,0.0180624843947666,0.0201126904206739,0.0195566776597915,0.0111921495631277,0.0122815466741346,0.0119613378050088,0.0114211927030944,0.0202457525856288,0.0129261046222472,0.0183575386821254,0.0195028765349597,0.0183737069296241,0.0200160063160262,0.0102157791426038,0.0195292711406275,0.0195580267157781,0.0102739731413845,0.0187377447573095,0.0160879021832068,0.0103962156590204,0.0209560932969678,0.0118759225102033,0.0101742031148932,0,0.0205845414077441,-4.63862426484546,-6.19338829847924,-8.24180061856005,-6.22858287761953,-4.80391511417888,-7.09178440973754,-4.7399689566226,-6.44753295993964,-6.28150358215949,-5.0491528930221,-5.78353351623219,-6.46892597860389,0,-6.38252139175591,-6.19721463066743,-6.74044512463536,-4.68063909831696,-4.50451580342826,-4.56735966008578,-5.32710787965816,-4.58063708951535,-6.14823456102231,-5.17339622934708,-6.36874685418743,0,-7.31515065527748,-6.40477499902781,-4.8301876408619,-4.76230922396709,-6.39705938497501,-6.2037512855309,-6.77366704178673,-7.04631897540544,-4.81990910299073,-6.26596964546417,-4.61450639604473,-6.84978625744404,-4.25959249759792,-6.30078613664879,-6.24912289890993,-6.18877341908992,-6.12837903804454,-4.61389312889114,-6.46140889281713,-4.39214360613271,-5.90529697234637,-4.6555202520104,-6.4557086904916,0,-6.57208366727978,-4.75833870950289,0,-6.34954764383557,-7.84144428865472,-6.40223547236164,-4.7169427879561,-4.72882021146796,-6.21346210569345,-5.83130456277799,-7.86092147806164,-5.99831007258932,-8.43184503523143,-6.60898541958031,-6.57106694562723,-4.64483045832629,-6.80776857609334,-6.42332683688823,-6.58535404773701,0,-6.52212658803797,-5.14123739266399,-6.67380481732265,-6.90566751080651,-7.13748404417602,-4.57683757301404,-4.80794016621767,-4.74840988028574,-4.75135048890822,-6.41513799229726,-4.97617075773908,-6.19947457706761,-6.6087998846742,-6.0367873507555,-6.21484875082328,-4.58700095922118,-6.35297182877016,-6.05182522885982,-4.75895315647965,-6.71595575184791,-5.79309769382984,-4.48013455604089,-6.16133588081741,-4.6976811586704,-4.87000882114984,0,-6.46262768942002,0.914499935971123,0.999955503941495,0.999909868436602,0.992531122632838,0.837462895026914,0.999553756783426,0.822354326514704,0.998271617579703,0.999822231635462,0.988233627513182,0.999658417038948,0.999553713804327,0,0.99968916958511,0.999240348835782,0.996561089113791,0.948792706533907,0.852533275057041,0.895577587358159,0.990852238049339,0.832960774572391,0.997708371353372,0.952568369985723,0.997884018164544,0,0.998854756888767,0.998793880974637,0.903373040381798,0.845616819624927,0.998837130096977,0.99964272374334,0.993125934670651,0.998441310658553,0.807543306939823,0.99489852375776,0.930604057089551,0.999549316019341,0.895714361302224,0.999032681296391,0.998170821690002,0.999402323235431,0.999362242593213,0.754919346442343,0.999430684754806,0.913679780812985,0.998931687754799,0.785537186963657,0.999748214297989,0,0.99771945433762,0.854003781028248,0,0.993696103280564,0.995403325069498,0.999938814488993,0.930782302392598,0.893758282142179,0.996792440321102,0.994338177139567,0.993762876462093,0.992826927635127,0.999159083846052,0.994576931421621,0.994640561957493,0.908944471040921,0.99883432587065,0.999536939730025,0.999070970575674,0,0.99850167070834,0.804069766861772,0.998403235619203,0.999864208778972,0.997994124858142,0.801170494925717,0.87997615832865,0.897291983510417,0.897386095366685,0.999482495226082,0.887779319966311,0.995992420499063,0.994172545721181,0.999575223830902,0.997462835733597,0.876305880639177,0.999564566567006,0.998271705960267,0.868919571624252,0.995466229807729,0.998142376042734,0.901719368248136,0.999965391403802,0.820489937757702,0.849824327086878,0,0.999515333826987,[0.01885477],[0.01829409],[0.01268714],[0.01679404],[0.01111445],[0.0118534],[0.01303338],[0.01513606],[0.01648768],[0.01223476],[0.01546845],[0.01443486],0,[0.01106168],[0.01338917],[0.02113912],[0.01247339],[0.0133121],[0.01486851],[0.01039859],[0.01070202],[0.0169931],[0.01195346],[0.01245392],0,[0.01055286],[0.01297572],[0.01474456],[0.01603354],[0.01477542],[0.01542466],[0.01606481],[0.01490002],[0.01094031],[0.01607284],[0.0153343],[0.01169515],[0.01406818],[0.01053426],[0.01604129],[0.01436017],[0.01457883],[0.01271831],[0.01497239],[0.01521586],[0.0187412],[0.01452497],[0.01407112],0,[0.01518539],[0.01605225],0,[0.02129919],[0.02483533],[0.02229163],[0.0169935],[0.01336589],[0.01326323],[0.0137832],[0.01231855],[0.01709375],[0.01652479],[0.019285],[0.01448209],[0.01670629],[0.01455778],[0.01477133],[0.01734462],0,[0.0129361],[0.01000528],[0.01296578],[0.01611802],[0.01393341],[0.01526855],[0.01364067],[0.01250866],[0.0158628],[0.01299906],[0.01107801],[0.01085799],[0.01695868],[0.01801869],[0.01504458],[0.01285499],[0.01722136],[0.01531734],[0.01428713],[0.01379999],[0.01531018],[0.01272683],[0.01347077],[0.01281161],[0.01208728],0,[0.01070754],329.666161524051,241.390558751876,698.020504233705,374.139181058632,374.513438388696,328.975433426036,227.882059519031,264.646481002378,366.73403903321,213.918662489785,270.458195744674,252.38636914051,0,246.043963556672,298.285013157994,470.939239008137,218.090970188688,232.755374197759,259.968465260063,231.660625157433,185.854138557443,297.115904195411,209.000324981693,277.449450223033,0,355.361624123022,437.230849635088,257.801341770126,211.562544188098,258.340879049613,269.692522609525,445.8576547798,599.267134223193,243.34433861395,358.072055166454,268.112613565767,322.932394232112,185.629609771996,290.877210086922,280.474019460696,319.412211230289,324.788539480536,222.373292499429,261.784714382357,200.773327590117,327.680536243692,253.961790342773,312.982804312965,0,338.301516731755,280.665563080317,0,474.505187058542,689.076855165293,294.138133459732,297.122802191277,297.766528948583,368.103375626732,307.06323222895,582.902899005072,380.815935517173,781.938979392062,535.229793184294,401.93127258864,292.101155738947,404.032085333282,329.07701961872,386.404848439585,0,288.191450778767,402.404399583544,288.852777227446,359.078615909915,386.703392010205,266.962951139493,238.500212283254,218.707739418034,277.353057050942,227.281978051226,246.407345972294,299.816266846394,377.806839141818,315.047792483335,263.046878400141,286.38449840213,301.106847612166,267.816034248379,249.803394629506,383.000619343078,341.081518816989,222.522239208502,177.746848419403,169.049187417736,269.281386439645,0,238.167026435796,5.92722222222222
2,0.0210516864609337,0.0211263428981223,0.0140102763363526,0.0195530644944555,0.0146206360548045,0.0174213222570828,0.0190713709092052,0.0199827779759242,0.0200451382525982,0.0191376615035945,0.0204992306536601,0.0196748220940639,0,0.0220067567001394,0.0192539213386298,0.0198359912419375,0.0198532718323715,0.0128247039731983,0.0208792048464634,0.0188800796071673,0.0202153650962885,0.0205756842051266,0.0182909554206116,0.0192088337253901,0,0.0177144030493783,0.0114989851716997,0.0191874175450773,0.0193588441763486,0.0195788695680969,0.0182980534748448,0.0196728231949577,0.0159766864008273,0.0186338331422163,0.013882733471496,0.0199015671976396,0.0179634531730183,0.0201651783266262,0.0174488924900139,0.0195700447766376,0.0194709340171363,0.0193522684624631,0.018234201209542,0.0212569879600591,0.0202051026707685,0.0199574585289636,0.0186045435891829,0.0199557964587088,0,0.0190344827402266,0.0210350462370883,0,0.0186642548331221,0.0179457674685512,0.0203572753690952,0.0207455527692225,0.0193606549206061,0.0186953145242565,0.0188553261387864,0.0165907890836426,0.0190571964522012,0.0169080207994118,0.0193052133759554,0.0202669307844662,0.0212723366642296,0.0172761919745895,0.0178920707953495,0.0191219885849346,0,0.0189609169086358,0.0160393825577664,0.0185154658489378,0.0182909554206116,0.0200121862903501,0.0183838383122041,0.0174831234794399,0.0209553762914916,0.0206326856390498,0.0182964144472378,0.0187199352314596,0.0179827364424996,0.0198342392924354,0.0182538360695462,0.0197025686264555,0.0205126703769361,0.019324264287989,0.0206326856390498,0.0185545667312517,0.0194810217267925,0.0180723901882083,0.0206351274379775,0.0206118848964833,0.0211892643889505,0.0182022814556992,0,0.0198175445148884,-12.39463558211,-12.3642242533179,-9.38258288586821,-11.7707049894962,-9.94400927191765,-10.7419987781946,-11.5222456277086,-11.8399917470473,-11.9201792555946,-11.6816205171692,-12.3261786772464,-11.8648343857158,0,-12.8424264992782,-11.5727933065714,-11.7753316180071,-11.9010178957346,-9.49234651491603,-12.4487588125683,-11.6296975918455,-11.9457194913308,-12.1450941567258,-11.2244964786091,-11.6962691739607,0,-10.722046582959,-8.4147236527749,-11.6004562177952,-11.5826182943322,-11.9672660632983,-11.210013240359,-11.9077591796267,-10.311776528851,-11.2185700970469,-9.99256481087072,-11.9676658146402,-11.0433932909124,-11.9900245831899,-10.7328852120911,-11.676539173283,-11.658725759444,-11.8053571028734,-11.2043003182327,-12.5431882087382,-12.0267109602878,-12.1179206073535,-11.5439884683596,-11.9988538539248,0,-11.5854771232999,-12.5431055222585,0,-11.3501054128893,-11.2151726621063,-12.0030055828372,-12.2710560671834,-11.9225265986492,-11.5384051686602,-11.5147445504795,-10.3538653775686,-11.5667009157377,-10.4327527121176,-11.8095304812349,-12.2097830430733,-12.5573821488949,-10.7437682171442,-11.1275968183381,-11.5973940897182,0,-11.5931633554131,-10.4038051695128,-12.2551984074177,-11.2244964786091,-12.0382886798665,-11.2284480188951,-10.80372586454,-12.4986627236923,-12.2108012646211,-11.0565879765139,-11.3846067438087,-11.0489675493592,-11.962559658172,-11.2024342840878,-11.9472831035751,-12.0969380012334,-11.8469015011228,-12.2108012646211,-11.4178810963215,-11.7416985096658,-11.2294980545734,-12.2176639569797,-12.1457016278404,-12.4115951025997,-10.9673861333012,0,-11.7898299182136,0.999856002357022,0.999285630636217,0.997661598489247,0.997810252302084,0.99756715024225,0.992897463989389,0.99860485034475,0.999624097184198,0.999914190592584,0.999390719371017,0.99793218654954,0.997319419710991,0,0.999918191027826,0.999664593788849,0.999900695924883,0.996548821173678,0.999368660160364,0.995885998915701,0.99910854655707,0.998950616198855,0.999622135600731,0.99918408167624,0.998303751933597,0,0.986163519519994,0.979795567332866,0.995986216153637,0.996590081420051,0.999138963805452,0.999291060373637,0.997084814213601,0.994320914617903,0.998859396715014,0.99865624268158,0.999123729871255,0.998455477427287,0.999755612090641,0.99476973803878,0.999901922847375,0.999511726635377,0.998332366844337,0.999221148889124,0.999578319666508,0.998565949120815,0.998263834717625,0.999682684296755,0.999061236701402,0,0.997564894149593,0.996744730341014,0,0.996502212290458,0.999562643164712,0.99893898591617,0.999579224696591,0.9978802290319,0.998169691773016,0.997423103764715,0.995631315067458,0.997317843406801,0.98060111200868,0.99937806066577,0.996427071429801,0.999910350330306,0.999234725441487,0.999752472505944,0.996772344649263,0,0.999171692562705,0.996832732343542,0.997957870518978,0.99918408167624,0.997845524185959,0.999625590100738,0.998076716684436,0.997170981696388,0.999613135787611,0.996067604199969,0.998936548860744,0.998537059323321,0.996286509744875,0.999328533457523,0.997365803854194,0.999548769020873,0.999252335387781,0.999613135787611,0.99816370744014,0.997720826565646,0.998989962776375,0.999557913271088,0.999819232894566,0.99774268544421,0.995215143070019,0,0.999513665699755,[0.02095283],[0.02052963],[0.01313676],[0.02054297],[0.01366541],[0.015677],[0.01823315],[0.01976212],[0.02023216],[0.0189007],[0.02111747],[0.02238408],0,[0.02193645],[0.01883389],[0.01984607],[0.02059446],[0.01255797],[0.0218161],[0.0206447],[0.01962512],[0.02023981],[0.01771796],[0.01923916],0,[0.01526894],[0.01240012],[0.01938348],[0.01803657],[0.02032098],[0.01804723],[0.02062044],[0.01719491],[0.01789174],[0.01487864],[0.01974046],[0.01717353],[0.01979142],[0.01610984],[0.01951581],[0.01896376],[0.02117287],[0.01762555],[0.02157396],[0.01936911],[0.02209776],[0.01877168],[0.01959558],0,[0.01984096],[0.02295924],0,[0.01973936],[0.01798221],[0.01966989],[0.02085625],[0.01960259],[0.01959791],[0.01971576],[0.01564138],[0.0226664],[0.01407948],[0.01949084],[0.02278104],[0.02136382],[0.01720978],[0.01768073],[0.02030431],0,[0.01912652],[0.01491221],[0.01716518],[0.01771796],[0.02089649],[0.01837665],[0.01655888],[0.02307514],[0.02111393],[0.01695378],[0.01820927],[0.0172293],[0.02089687],[0.01783384],[0.02141178],[0.02074944],[0.01897807],[0.02111393],[0.01765439],[0.02049999],[0.01870635],[0.02097308],[0.0205308],[0.02006097],[0.01679493],0,[0.0193268],111.72052509325,109.464010235686,158.791036528594,171.590931769881,165.181099840875,83.5897760562297,97.2191829296381,105.371659662293,107.877919225217,157.873440244973,176.389572306817,186.96935963962,0,116.965219157018,100.422352382578,105.819298343016,172.021051656512,265.593342310918,182.225109392367,172.440681586531,104.64116937508,107.918700116537,147.994222441665,160.700528129395,0,81.4140371793171,262.254878941585,161.905952622576,96.1710332570677,169.736680211852,150.744579070482,172.238035598364,207.843991248662,95.3987919777695,241.972223905142,164.887750080606,143.446713112588,105.527904476716,48.8805683171184,104.058355151691,101.114829077557,176.852340370199,147.222400574482,115.032424377267,103.276127833328,184.577734938866,156.795772938903,163.677631326932,0,165.727202502471,191.773513294666,0,164.878541354483,150.201442663513,104.879877813355,111.205575089939,163.73613246797,163.69702225522,164.681416346063,130.649034711955,189.327486719778,75.071835589258,162.802741935219,190.285051185104,113.9119409981,143.74950912587,147.68326296138,169.597475013025,0,159.759668682114,124.558449978982,207.484725891655,147.994222441665,174.543833959741,153.496117025056,138.312688315012,192.741634398263,112.579524819406,90.3976019344473,152.098011044401,143.912594112107,174.546999859986,148.962151342406,178.847942352868,110.636082122421,158.519699270696,112.579524819406,147.463218814292,171.231956818589,156.250077470976,111.828502936505,109.470295821725,106.965152214956,89.5505950277662,0,103.050546113165,10.1438888888889
