PlateName TipBox Media_TipBox Order Protocol datetime OldPlateInitialLocation PlateLocation
8967 CultureBoxSmall_07 MediaBoxSmall_01 8967 GP_STARTprotocol_1of3_schedule "21-06-2021 16-19-37" PlateHotel.02_1_1 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9665 GP_13READs_and_incubate_with_schedule "21-06-2021 21-31-20" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9681 GP_TRANSFERprotocol_with_schedule "21-06-2021 22-01-07" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9684 GP_9READs_and_incubate_with_schedule "22-06-2021 01-44-16" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9699 GP_TRANSFERprotocol_with_schedule "22-06-2021 02-14-06" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9702 GP_9READs_and_incubate_with_schedule "22-06-2021 05-57-21" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9717 GP_TRANSFERprotocol_with_schedule "22-06-2021 06-27-11" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9720 GP_9READs_and_incubate_with_schedule "22-06-2021 10-10-57" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9735 GP_TRANSFERprotocol_with_schedule "22-06-2021 10-40-49" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9738 GP_9READs_and_incubate_with_schedule "22-06-2021 14-25-39" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9753 GP_TRANSFERprotocol_with_schedule "22-06-2021 14-55-26" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9756 GP_9READs_and_incubate_with_schedule "22-06-2021 19-47-24" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9778 GP_TRANSFERprotocol_with_schedule "22-06-2021 20-17-13" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9782 GP_9READs_and_incubate_with_schedule "23-06-2021 00-02-22" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9800 GP_TRANSFERprotocol_with_schedule "23-06-2021 00-32-10" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9803 GP_9READs_and_incubate_with_schedule "23-06-2021 04-17-20" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9818 GP_TRANSFERprotocol_with_schedule "23-06-2021 04-47-11" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9821 GP_9READs_and_incubate_with_schedule "23-06-2021 08-32-23" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9836 GP_TRANSFERprotocol_with_schedule "23-06-2021 09-02-15" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9839 GP_9READs_and_incubate_with_schedule "23-06-2021 12-47-43" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9854 GP_TRANSFERprotocol_with_schedule "23-06-2021 13-17-35" Liconic.01_1_20 Liconic.01_1_20
8967 CultureBoxSmall_07 MediaBoxSmall_01 9857 GP_9READs_and_incubate_with_schedule "23-06-2021 17-03-34" Liconic.01_1_20 Liconic.01_1_20
