	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	date_time	original_file	exp_time	time[h]	time[mins]
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2022-05-20 11:40:45	c_target_real_plate3_initial_20-05-2022 00-00-00_17223_17223.csv	0 days 00:00:00	0.0	0.0
1	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	2022-05-20 17:57:49	c_target_real_20-05-2022 17-57-49_17223_17255.csv	0 days 06:17:04	6.2844444444444445	377.06666666666666
2	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	2022-05-20 22:14:23	c_target_real_20-05-2022 22-14-23_17223_17274.csv	0 days 10:33:38	10.560555555555556	633.6333333333333
3	0.018444	0.012723	0.011658	0.016637	0.012307	0.01725	0.012353	0.011588	0.013454	0.023	0.016405	0.013591	0.01355	0.01725	0.012763	0.016388	0.012068	0.015796	0.01374	0.015922	0.0	0.014227	0.012352	0.014301	0.013865	0.0	0.013599	0.01725	0.016035	0.013689	0.013355	0.012837	0.012058	0.013089	0.014086	0.012408	0.023	0.016343	0.016026	0.0	0.013262	0.01381	0.0	0.01891	0.015753	0.015236	0.016635	0.01725	0.018472	0.012167	0.012387	0.017171	0.018117	0.01588	0.019041	0.012935	0.012867	0.018682	0.016285	0.01725	0.014701	0.019292	0.023	0.016446	0.012795	0.01725	0.01725	0.01725	0.01426	0.020011	0.016211	0.014589	0.015579	0.01725	0.01725	0.01725	0.015608	0.016464	0.019707	0.0	0.01725	0.01725	0.016787	0.01725	0.013278	0.019995	0.01725	0.01725	0.013284	0.016263	0.01725	0.013548	0.023	0.01725	0.0	0.01725	2022-05-21 02:28:02	c_target_real_21-05-2022 02-28-02_17223_17291.csv	0 days 14:47:17	14.788055555555555	887.2833333333333
4	0.021624	0.014392	0.011973	0.020252	0.014875	0.023073	0.015916	0.0155	0.015909	0.027887	0.019334	0.014755	0.014732	0.023073	0.012899	0.019038	0.015954	0.021128	0.017391	0.017868	0.0	0.017313	0.014524	0.014682	0.015019	0.0	0.014482	0.023073	0.018506	0.01831	0.017863	0.015969	0.014807	0.017508	0.018841	0.013723	0.030764	0.018153	0.018511	0.0	0.013922	0.014954	0.0	0.019304	0.018878	0.018459	0.022251	0.023073	0.024708	0.013241	0.013494	0.02011	0.020323	0.01953	0.025469	0.017302	0.014637	0.023007	0.020201	0.023073	0.016974	0.025805	0.027615	0.021998	0.015972	0.023073	0.023073	0.023073	0.01763	0.026766	0.021684	0.019514	0.018131	0.023073	0.023073	0.021052	0.020877	0.020971	0.02636	0.0	0.023073	0.023073	0.018394	0.023073	0.015217	0.026745	0.023073	0.023073	0.015077	0.019221	0.023073	0.018122	0.030764	0.023073	0.0	0.023073	2022-05-21 06:40:48	c_target_real_21-05-2022 06-40-48_17223_17309.csv	0 days 19:00:03	19.000833333333333	1140.05
5	0.023985	0.014698	0.012507	0.023117	0.016924	0.028502	0.016959	0.01633	0.016641	0.032384	0.022175	0.015616	0.017774	0.027023	0.014851	0.020766	0.016918	0.024777	0.023262	0.018725	0.0	0.02056	0.015614	0.016612	0.016567	0.0	0.015987	0.026677	0.021041	0.022805	0.021154	0.01727	0.014813	0.02093	0.018963	0.015606	0.038742	0.019155	0.022083	0.0	0.017124	0.015282	0.0	0.025821	0.020729	0.023623	0.023023	0.029356	0.033049	0.014126	0.014454	0.022253	0.022248	0.019924	0.028984	0.016416	0.01691	0.027844	0.021666	0.030862	0.018953	0.028944	0.034343	0.028515	0.018588	0.025771	0.024566	0.030862	0.020613	0.031859	0.024876	0.026102	0.022392	0.030862	0.030862	0.021181	0.027823	0.027006	0.035259	0.0	0.029615	0.028644	0.018945	0.030082	0.018486	0.035774	0.030862	0.030006	0.016409	0.024242	0.030862	0.020635	0.031636	0.029411	0.0	0.030657	2022-05-21 10:58:19	c_target_real_21-05-2022 10-58-19_17223_17327.csv	0 days 23:17:34	23.29277777777778	1397.5666666666666
6	0.028105	0.015421	0.013322	0.027449	0.01974	0.038124	0.01871	0.016837	0.020269	0.037759	0.024926	0.017989	0.023774	0.03414	0.019864	0.025952	0.020267	0.030246	0.028253	0.019561	0.0	0.023112	0.016663	0.02222	0.019792	0.0	0.021384	0.035444	0.028144	0.026909	0.02165	0.018992	0.01603	0.021012	0.025365	0.017389	0.049236	0.025621	0.029538	0.0	0.022905	0.018035	0.0	0.031804	0.026001	0.024035	0.028884	0.036895	0.044206	0.015074	0.015593	0.019606	0.027284	0.02665	0.038769	0.020157	0.019889	0.036336	0.027333	0.04128	0.023591	0.038465	0.040579	0.03614	0.022273	0.031872	0.032859	0.03962	0.024071	0.039403	0.029856	0.034914	0.029705	0.04128	0.04128	0.025371	0.037216	0.032453	0.040141	0.0	0.039613	0.033761	0.025341	0.039915	0.021009	0.04098	0.04128	0.040136	0.019563	0.032426	0.04128	0.027521	0.037735	0.03637	0.0	0.036817	2022-05-21 15:13:12	c_target_real_21-05-2022 15-13-12_17223_17346.csv	1 days 03:32:27	27.54083333333333	1652.45
7	0.037593	0.015504	0.016985	0.036715	0.01974	0.050994	0.023043	0.016837	0.020269	0.050506	0.033059	0.024062	0.026346	0.045665	0.019864	0.034713	0.020267	0.040457	0.037791	0.022814	0.0	0.023112	0.018446	0.027452	0.026473	0.0	0.021384	0.035444	0.037645	0.026909	0.02165	0.022105	0.01603	0.024391	0.033626	0.019035	0.053571	0.031836	0.03951	0.0	0.027105	0.021257	0.0	0.031804	0.026001	0.024709	0.038635	0.04935	0.059129	0.018029	0.015289	0.020073	0.036495	0.02665	0.051857	0.022306	0.02314	0.048602	0.03656	0.055215	0.029064	0.048997	0.041993	0.04834	0.022273	0.042631	0.039002	0.052995	0.028408	0.052705	0.039935	0.040162	0.03794	0.055215	0.04128	0.033936	0.037216	0.034377	0.042338	0.0	0.052986	0.045158	0.032263	0.05339	0.022759	0.045189	0.055215	0.043114	0.023715	0.043372	0.055215	0.03245	0.050474	0.03745	0.0	0.039169	2022-05-21 20:28:11	c_target_real_21-05-2022 20-28-11_17223_17374.csv	1 days 08:47:26	32.79055555555556	1967.4333333333334
8	0.04613	0.017636	0.017288	0.049109	0.021236	0.055717	0.028838	0.017427	0.023309	0.066132	0.037299	0.026251	0.027945	0.055956	0.022481	0.037602	0.026357	0.04866	0.043219	0.025321	0.0	0.027387	0.021749	0.030813	0.027143	0.0	0.024142	0.047409	0.04562	0.029488	0.024559	0.02316	0.015714	0.028952	0.035983	0.020475	0.059013	0.034996	0.052848	0.0	0.030625	0.022006	0.0	0.037117	0.030971	0.030488	0.045668	0.054919	0.062731	0.018888	0.015335	0.025933	0.040898	0.032468	0.057238	0.02178	0.025812	0.051014	0.043982	0.060572	0.033856	0.05911	0.043274	0.052892	0.029721	0.056769	0.04519	0.070885	0.02888	0.061074	0.046138	0.044571	0.044276	0.066509	0.047039	0.0384	0.04978	0.035852	0.043639	0.0	0.061083	0.051591	0.043154	0.060687	0.023462	0.048172	0.05666	0.048547	0.029209	0.051001	0.071282	0.037895	0.05685	0.039113	0.0	0.039472	2022-05-22 00:42:47	c_target_real_22-05-2022 00-42-47_17223_17392.csv	1 days 13:02:02	37.03388888888889	2222.0333333333333
9	0.049539	0.018195	0.023094	0.058619	0.028405	0.065035	0.033119	0.02331	0.031178	0.05873	0.042913	0.031852	0.037379	0.058221	0.03007	0.04073	0.035255	0.052991	0.043511	0.032965	0.0	0.03464	0.025371	0.039255	0.029792	0.0	0.032292	0.052806	0.048027	0.039443	0.03285	0.028441	0.021019	0.0355	0.04813	0.020118	0.070579	0.04681	0.052147	0.0	0.040963	0.024449	0.0	0.04262	0.03868	0.039748	0.05125	0.050285	0.059114	0.019424	0.017252	0.034688	0.040235	0.043429	0.045683	0.028859	0.028928	0.048623	0.047811	0.062229	0.039087	0.057739	0.040778	0.04992	0.039754	0.051661	0.048739	0.069432	0.02559	0.058863	0.045234	0.049093	0.049805	0.056415	0.049874	0.038669	0.057042	0.036048	0.044856	0.0	0.059993	0.058232	0.051083	0.061014	0.020328	0.049936	0.050367	0.058541	0.036908	0.041396	0.063217	0.043729	0.055218	0.041849	0.0	0.042197	2022-05-22 04:57:43	c_target_real_22-05-2022 04-57-43_17223_17410.csv	1 days 17:16:58	41.28277777777778	2476.9666666666667
