	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	date_time	original_file	exp_time	time[h]	time[mins]
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2022-05-20 13:20:18	c_target_real_plate6_initial_20-05-2022 00-00-00_17226_17226.csv	0 days 00:00:00	0.0	0.0
1	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	2022-05-20 19:24:45	c_target_real_20-05-2022 19-24-45_17226_17261.csv	0 days 06:04:27	6.074166666666667	364.45
2	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	2022-05-20 23:37:54	c_target_real_20-05-2022 23-37-54_17226_17279.csv	0 days 10:17:36	10.293333333333333	617.6
3	0.01326	0.017262	0.017992	0.013602	0.01725	0.017266	0.01725	0.015278	0.015198	0.019141	0.01725	0.01725	0.01725	0.0	0.015025	0.012492	0.012274	0.0149	0.013184	0.015669	0.014312	0.0	0.01725	0.012866	0.014013	0.010586	0.015861	0.016472	0.01725	0.01725	0.014273	0.014839	0.021771	0.01725	0.017989	0.015287	0.01725	0.017991	0.016306	0.0	0.015265	0.014292	0.014075	0.0	0.015357	0.01725	0.023	0.01725	0.020344	0.02115	0.016033	0.01725	0.021153	0.012734	0.01725	0.018014	0.014283	0.01609	0.01725	0.01725	0.017182	0.01731	0.016948	0.023	0.01725	0.018893	0.015295	0.018318	0.013169	0.01725	0.020284	0.01725	0.019013	0.01725	0.01725	0.01221	0.01725	0.0	0.01725	0.013498	0.014334	0.01725	0.015057	0.014355	0.01725	0.01725	0.01725	0.01725	0.01725	0.01604	0.018915	0.01725	0.016218	0.01725	0.0	0.01725	2022-05-21 03:53:24	c_target_real_21-05-2022 03-53-24_17226_17297.csv	0 days 14:33:06	14.551666666666666	873.1
4	0.015715	0.023089	0.020977	0.018194	0.023073	0.023095	0.023073	0.017859	0.020329	0.025603	0.023073	0.023073	0.023073	0.0	0.020097	0.016709	0.015305	0.01988	0.017635	0.020959	0.019143	0.0	0.023073	0.017209	0.017987	0.010332	0.021215	0.022033	0.023073	0.023073	0.019091	0.019848	0.028756	0.023073	0.024062	0.020448	0.023073	0.023855	0.021811	0.0	0.020418	0.016678	0.018826	0.0	0.020541	0.023073	0.030764	0.023073	0.027212	0.02829	0.021445	0.023073	0.028294	0.017033	0.023073	0.023333	0.019105	0.021522	0.023073	0.023073	0.022982	0.023154	0.022669	0.030764	0.023073	0.025271	0.020458	0.024502	0.015557	0.022691	0.027132	0.023073	0.025431	0.023073	0.023073	0.01455	0.023073	0.0	0.023073	0.016702	0.019173	0.023073	0.02014	0.019201	0.023073	0.023073	0.023073	0.023073	0.023073	0.021193	0.0253	0.023073	0.021693	0.023073	0.0	0.023073	2022-05-21 08:06:18	c_target_real_21-05-2022 08-06-18_17226_17315.csv	0 days 18:46:00	18.766666666666666	1126.0
5	0.02102	0.029103	0.026028	0.02172	0.024934	0.024989	0.023321	0.023753	0.026475	0.027467	0.025958	0.027025	0.030862	0.0	0.022791	0.018224	0.016656	0.024776	0.018458	0.027273	0.021353	0.0	0.025778	0.023018	0.024059	0.011369	0.028377	0.024645	0.026469	0.029916	0.021464	0.026548	0.030445	0.025335	0.025507	0.021467	0.027652	0.027644	0.024158	0.0	0.022946	0.016857	0.021869	0.0	0.027475	0.028802	0.032926	0.025082	0.036398	0.032572	0.028684	0.024777	0.032542	0.022783	0.024352	0.030415	0.021984	0.023595	0.030862	0.029068	0.02987	0.027464	0.026559	0.036582	0.029653	0.032999	0.027364	0.032773	0.019061	0.030351	0.032187	0.027795	0.034016	0.026835	0.030862	0.017631	0.023828	0.0	0.030862	0.02234	0.025645	0.026484	0.026939	0.025683	0.029304	0.030862	0.030862	0.026165	0.029489	0.023104	0.026383	0.030862	0.023305	0.030862	0.0	0.030555	2022-05-21 12:23:58	c_target_real_21-05-2022 12-23-58_17226_17333.csv	0 days 23:03:40	23.06111111111111	1383.6666666666667
6	0.022592	0.036455	0.026024	0.021272	0.026323	0.030443	0.025403	0.027216	0.02781	0.036739	0.027717	0.031018	0.034105	0.0	0.030485	0.021338	0.01913	0.03314	0.020193	0.030175	0.028561	0.0	0.027395	0.024063	0.024989	0.015207	0.037957	0.029664	0.035404	0.040015	0.023038	0.028559	0.040723	0.033888	0.026235	0.022812	0.033648	0.036976	0.026461	0.0	0.025403	0.016888	0.024669	0.0	0.028203	0.038525	0.038625	0.028163	0.048511	0.033469	0.029948	0.027574	0.043528	0.02563	0.02755	0.03007	0.024686	0.027062	0.04128	0.035876	0.039272	0.036735	0.030959	0.043366	0.039663	0.041536	0.032631	0.033111	0.020082	0.029061	0.040929	0.037111	0.042235	0.03418	0.04128	0.018567	0.027564	0.0	0.04128	0.029882	0.032364	0.031346	0.027654	0.026269	0.039197	0.04128	0.039673	0.029436	0.037758	0.026407	0.031295	0.038612	0.027109	0.04128	0.0	0.039483	2022-05-21 17:36:29	c_target_real_21-05-2022 17-36-29_17226_17357.csv	1 days 04:16:11	28.26972222222222	1696.1833333333334
7	0.027552	0.045817	0.031533	0.028453	0.02936	0.034257	0.027304	0.035904	0.032603	0.045712	0.033505	0.037308	0.039418	0.0	0.037224	0.027766	0.022193	0.041098	0.026426	0.039679	0.031966	0.0	0.029819	0.030495	0.028791	0.017523	0.046413	0.036189	0.044858	0.052997	0.030815	0.034019	0.052908	0.038794	0.028471	0.029546	0.041077	0.037239	0.032226	0.0	0.028291	0.019243	0.032438	0.0	0.031771	0.043724	0.041454	0.035192	0.056806	0.043579	0.035778	0.032857	0.051888	0.033902	0.032112	0.038908	0.02889	0.033688	0.04647	0.044925	0.052065	0.045525	0.040272	0.048107	0.048676	0.052648	0.04043	0.035982	0.022116	0.034598	0.04888	0.044952	0.052993	0.044778	0.055215	0.020679	0.036031	0.0	0.049234	0.03997	0.037585	0.041928	0.036027	0.02696	0.047234	0.049653	0.053066	0.039373	0.043419	0.034979	0.039216	0.044096	0.033921	0.049177	0.0	0.048769	2022-05-21 21:53:45	c_target_real_21-05-2022 21-53-45_17226_17380.csv	1 days 08:33:27	32.5575	1953.45
8	0.02873	0.050334	0.034106	0.03445	0.029051	0.038567	0.030228	0.036294	0.036951	0.047931	0.03633	0.040484	0.041329	0.0	0.042925	0.030053	0.024247	0.050454	0.029211	0.047628	0.037137	0.0	0.03198	0.03414	0.031327	0.019295	0.05012	0.042296	0.059873	0.053732	0.041216	0.038416	0.055859	0.041904	0.032232	0.03952	0.049742	0.035898	0.035574	0.0	0.031823	0.021803	0.037351	0.0	0.036129	0.047196	0.039497	0.039106	0.044	0.047247	0.04009	0.037146	0.049151	0.042142	0.034696	0.041434	0.033944	0.039014	0.045329	0.048367	0.053988	0.048335	0.046916	0.043194	0.052897	0.05252	0.046751	0.038251	0.021527	0.041778	0.049287	0.046084	0.057863	0.048987	0.051371	0.022226	0.041567	0.0	0.044879	0.045899	0.033048	0.056013	0.041771	0.028603	0.047606	0.04589	0.07098	0.044683	0.048133	0.042316	0.045291	0.044712	0.042248	0.042317	0.0	0.04936	2022-05-22 02:06:03	c_target_real_22-05-2022 02-06-03_17226_17398.csv	1 days 12:45:45	36.7625	2205.75
9	0.029145	0.058977	0.04562	0.037211	0.036315	0.051587	0.032486	0.048546	0.049425	0.053439	0.042013	0.045481	0.055281	0.0	0.057416	0.03687	0.027874	0.06673	0.037062	0.063706	0.042735	0.0	0.033397	0.038353	0.037507	0.018507	0.06704	0.056574	0.071185	0.05415	0.052004	0.051385	0.074716	0.049784	0.033668	0.043987	0.064781	0.048017	0.04434	0.0	0.034529	0.023185	0.04996	0.0	0.048326	0.058179	0.052831	0.047012	0.050709	0.052896	0.048755	0.045388	0.05217	0.056368	0.046409	0.053983	0.045403	0.046271	0.060631	0.055428	0.053272	0.046096	0.049633	0.057776	0.060831	0.054702	0.055412	0.047683	0.021521	0.050318	0.049879	0.061641	0.057652	0.053788	0.060126	0.025402	0.055599	0.0	0.05539	0.054263	0.044204	0.064243	0.055872	0.030505	0.063677	0.061382	0.094942	0.047736	0.059301	0.047056	0.054209	0.051851	0.044265	0.056603	0.0	0.066023	2022-05-22 06:23:18	c_target_real_22-05-2022 06-23-18_17226_17416.csv	1 days 17:03:00	41.05	2463.0
