	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	date_time	original_file	exp_time	time[h]	time[mins]
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2022-05-20 13:16:12	c_target_real_plate4_initial_20-05-2022 00-00-00_17224_17224.csv	0 days 00:00:00	0.0	0.0
1	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	2022-05-20 18:28:08	c_target_real_20-05-2022 18-28-08_17224_17257.csv	0 days 05:11:56	5.198888888888889	311.93333333333334
2	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0115	0.0	0.0115	2022-05-20 22:41:08	c_target_real_20-05-2022 22-41-08_17224_17275.csv	0 days 09:24:56	9.415555555555555	564.9333333333333
3	0.013409	0.019689	0.016441	0.01725	0.01725	0.020595	0.018863	0.017038	0.01725	0.01725	0.01725	0.023	0.01725	0.0	0.01725	0.01725	0.01725	0.017493	0.015564	0.01725	0.019506	0.0	0.015269	0.013926	0.015411	0.009767	0.019693	0.016677	0.01725	0.016413	0.017122	0.019593	0.017307	0.01725	0.01725	0.021027	0.01725	0.016118	0.015272	0.0	0.019441	0.014682	0.017143	0.0	0.016101	0.01725	0.019176	0.01725	0.01725	0.01725	0.017932	0.01978	0.023	0.01725	0.01725	0.01725	0.01725	0.0203	0.01725	0.01725	0.017118	0.017317	0.016812	0.016739	0.017552	0.016024	0.01725	0.01725	0.01269	0.014217	0.017449	0.01725	0.018142	0.01725	0.018418	0.013796	0.01725	0.0	0.01725	0.013373	0.020544	0.01725	0.016425	0.014533	0.01725	0.01725	0.01725	0.01725	0.018098	0.017222	0.020114	0.01725	0.018699	0.01725	0.0	0.01725	2022-05-21 02:56:36	c_target_real_21-05-2022 02-56-36_17224_17293.csv	0 days 13:40:24	13.673333333333334	820.4
4	0.014657	0.026336	0.021991	0.023073	0.023073	0.022186	0.024431	0.017503	0.023073	0.023073	0.023073	0.028821	0.020126	0.0	0.019337	0.020647	0.020807	0.02043	0.019695	0.023073	0.026091	0.0	0.01933	0.015658	0.020288	0.009749	0.021728	0.021328	0.019829	0.021954	0.021774	0.021982	0.019205	0.022338	0.019819	0.023254	0.023073	0.017736	0.0179	0.0	0.020812	0.016004	0.020007	0.0	0.019175	0.023073	0.023864	0.023073	0.023073	0.023073	0.023986	0.021721	0.027964	0.023073	0.023073	0.023073	0.018712	0.023691	0.019658	0.023073	0.022897	0.021532	0.022372	0.02239	0.023477	0.021433	0.023073	0.023073	0.015808	0.019016	0.023339	0.023073	0.024266	0.023073	0.022916	0.017201	0.019871	0.0	0.023073	0.017302	0.022004	0.023073	0.019712	0.019439	0.023073	0.023073	0.023073	0.020273	0.024208	0.023036	0.026904	0.023073	0.02326	0.023073	0.0	0.023073	2022-05-21 07:11:13	c_target_real_21-05-2022 07-11-13_17224_17311.csv	0 days 17:55:01	17.916944444444443	1075.0166666666667
5	0.015816	0.035227	0.020817	0.025962	0.024648	0.024964	0.025296	0.017808	0.026121	0.025665	0.027645	0.031936	0.02219	0.0	0.021633	0.020936	0.026677	0.025986	0.019625	0.023787	0.025798	0.0	0.023432	0.018128	0.019412	0.01096	0.023624	0.026328	0.026523	0.029365	0.025704	0.022735	0.019245	0.025994	0.02651	0.031104	0.027285	0.021637	0.021195	0.0	0.024204	0.017811	0.023505	0.0	0.021336	0.029495	0.027565	0.026472	0.030862	0.030862	0.024353	0.025034	0.03286	0.026357	0.030862	0.024409	0.018999	0.026783	0.026294	0.0302	0.027622	0.026141	0.027391	0.029277	0.030761	0.028668	0.030862	0.030862	0.018291	0.025435	0.030907	0.030862	0.032458	0.028062	0.024762	0.018751	0.023941	0.0	0.030862	0.023143	0.024038	0.030862	0.024558	0.021611	0.030862	0.030862	0.030862	0.023197	0.031509	0.030201	0.035986	0.030862	0.028027	0.030862	0.0	0.028006	2022-05-21 11:26:47	c_target_real_21-05-2022 11-26-47_17224_17329.csv	0 days 22:10:35	22.176388888888887	1330.5833333333333
6	0.01913	0.047119	0.025873	0.033986	0.024183	0.031217	0.023316	0.021298	0.033328	0.033914	0.036977	0.042717	0.029681	0.0	0.028936	0.028004	0.033811	0.034758	0.02625	0.031817	0.034507	0.0	0.031342	0.023131	0.025965	0.012389	0.03143	0.034392	0.035477	0.039278	0.028416	0.028447	0.025742	0.034769	0.035459	0.041604	0.036496	0.028899	0.027891	0.0	0.028132	0.023824	0.028324	0.0	0.025769	0.039452	0.03687	0.035409	0.04128	0.04128	0.030873	0.033485	0.043953	0.035255	0.04128	0.032078	0.024614	0.035824	0.03517	0.040395	0.036947	0.03486	0.036638	0.03916	0.039538	0.038346	0.04128	0.039279	0.01959	0.027326	0.041341	0.04128	0.043415	0.037535	0.033121	0.024462	0.032023	0.0	0.04128	0.030956	0.03188	0.04128	0.032784	0.023207	0.04128	0.04128	0.04128	0.031028	0.041166	0.040396	0.048134	0.04128	0.037488	0.04128	0.0	0.03746	2022-05-21 16:43:02	c_target_real_21-05-2022 16-43-02_17224_17349.csv	1 days 03:26:50	27.447222222222223	1646.8333333333333
7	0.023222	0.053945	0.027901	0.038696	0.02838	0.03456	0.031187	0.025649	0.042649	0.040444	0.04946	0.05001	0.036717	0.0	0.038704	0.037268	0.045225	0.039801	0.031819	0.036416	0.038132	0.0	0.037726	0.027472	0.031037	0.014791	0.04204	0.040152	0.046804	0.049415	0.038009	0.033844	0.031088	0.039274	0.046211	0.048568	0.046925	0.032198	0.034934	0.0	0.029852	0.028488	0.037886	0.0	0.028261	0.04316	0.042213	0.038844	0.04792	0.054861	0.037825	0.042516	0.049092	0.041743	0.055215	0.035542	0.031563	0.039601	0.04115	0.045346	0.04715	0.046628	0.046369	0.048354	0.04576	0.047173	0.045677	0.051682	0.021794	0.032909	0.050457	0.050438	0.053669	0.050152	0.043689	0.026808	0.042833	0.0	0.046558	0.037667	0.042176	0.054968	0.041958	0.024494	0.054156	0.049232	0.055215	0.041503	0.04963	0.053387	0.061463	0.04766	0.044953	0.045402	0.0	0.042662	2022-05-21 20:56:50	c_target_real_21-05-2022 20-56-50_17224_17376.csv	1 days 07:40:38	31.677222222222223	1900.6333333333334
8	0.028496	0.055803	0.03732	0.040131	0.030677	0.036046	0.03741	0.029998	0.038345	0.038729	0.047425	0.049518	0.04012	0.0	0.05177	0.044551	0.050145	0.045613	0.035165	0.045981	0.045779	0.0	0.042724	0.035793	0.035413	0.017002	0.053179	0.050247	0.05115	0.050495	0.048877	0.038341	0.036728	0.038981	0.052255	0.059541	0.0539	0.030736	0.042734	0.0	0.031774	0.03317	0.045241	0.0	0.034597	0.047626	0.043264	0.043828	0.046571	0.070217	0.048691	0.054697	0.044597	0.050375	0.053625	0.04051	0.042218	0.044187	0.043184	0.046165	0.051225	0.052534	0.049017	0.049422	0.04961	0.048544	0.044073	0.047788	0.021164	0.037982	0.050567	0.044594	0.057057	0.052492	0.047912	0.027427	0.047839	0.0	0.042345	0.038914	0.040356	0.065932	0.049645	0.027014	0.047743	0.044835	0.072404	0.053075	0.053238	0.053867	0.048272	0.04403	0.054542	0.039757	0.0	0.048168	2022-05-22 01:11:16	c_target_real_22-05-2022 01-11-16_17224_17394.csv	1 days 11:55:04	35.91777777777778	2155.0666666666666
9	0.033613	0.059051	0.046732	0.049878	0.036649	0.038769	0.041057	0.034339	0.05129	0.042428	0.052377	0.048767	0.041588	0.0	0.06403	0.047564	0.049042	0.052704	0.033328	0.050651	0.048902	0.0	0.050718	0.044279	0.035034	0.019	0.056664	0.057684	0.055335	0.048956	0.065377	0.041703	0.044481	0.045991	0.054289	0.060298	0.055979	0.033127	0.055027	0.0	0.031724	0.036816	0.052665	0.0	0.045517	0.062788	0.0427	0.051941	0.044257	0.068285	0.049456	0.063279	0.04444	0.059062	0.058156	0.04712	0.056149	0.050525	0.049403	0.051325	0.050403	0.048237	0.044729	0.047362	0.052415	0.045665	0.052218	0.057359	0.021146	0.046195	0.049259	0.048	0.05655	0.05542	0.050912	0.028607	0.050803	0.0	0.049302	0.044885	0.048603	0.061325	0.057269	0.034983	0.051693	0.059971	0.077522	0.056387	0.05388	0.045033	0.061639	0.049921	0.061646	0.050406	0.0	0.064429	2022-05-22 05:26:11	c_target_real_22-05-2022 05-26-11_17224_17412.csv	1 days 16:09:59	40.16638888888889	2409.983333333333
