PlateName TipBox Media_TipBox Order Protocol datetime OldPlateInitialLocation PlateLocation
17223 CultureBoxSmall_03 MediaBoxSmall_01 17223 GP_STARTprotocol_3of3_schedule "20-05-2022 11-34-35" PlateHotel.01_1_3 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17235 GP_15READs_and_incubate_with_schedule "20-05-2022 17-34-10" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17255 GP_TRANSFERprotocol_with_schedule "20-05-2022 18-06-00" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17258 GP_9READs_and_incubate_with_schedule "20-05-2022 21-50-44" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17274 GP_TRANSFERprotocol_with_schedule "20-05-2022 22-21-15" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17276 GP_9READs_and_incubate_with_schedule "21-05-2022 02-04-26" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17291 GP_TRANSFERprotocol_with_schedule "21-05-2022 02-34-33" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17294 GP_9READs_and_incubate_with_schedule "21-05-2022 06-17-11" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17309 GP_TRANSFERprotocol_with_schedule "21-05-2022 06-49-07" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17312 GP_9READs_and_incubate_with_schedule "21-05-2022 10-34-43" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17327 GP_TRANSFERprotocol_with_schedule "21-05-2022 11-04-41" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17330 GP_9READs_and_incubate_with_schedule "21-05-2022 14-49-29" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17346 GP_TRANSFERprotocol_with_schedule "21-05-2022 15-20-53" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17351 GP_9READs_and_incubate_with_schedule "21-05-2022 20-04-36" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17374 GP_TRANSFERprotocol_with_schedule "21-05-2022 20-34-42" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17377 GP_9READs_and_incubate_with_schedule "22-05-2022 00-19-10" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17392 GP_TRANSFERprotocol_with_schedule "22-05-2022 00-49-08" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17395 GP_9READs_and_incubate_with_schedule "22-05-2022 04-34-07" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17410 GP_TRANSFERprotocol_with_schedule "22-05-2022 05-04-04" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17413 GP_9READs_and_incubate_with_schedule "22-05-2022 08-46-00" Liconic.01_1_18 Liconic.01_1_18
17223 CultureBoxSmall_03 MediaBoxSmall_01 17428 GP_TRANSFERprotocol_with_schedule "22-05-2022 09-17-48" Liconic.01_1_18 Liconic.01_1_18
