PlateName TipBox Media_TipBox Order Protocol datetime OldPlateInitialLocation PlateLocation
17225 CultureBoxSmall_05 MediaBoxSmall_01 17225 GP_STARTprotocol_2of3_schedule "20-05-2022 13-14-55" PlateHotel.01_1_2 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17244 GP_14READs_and_incubate_with_schedule "20-05-2022 18-32-50" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17259 GP_TRANSFERprotocol_with_schedule "20-05-2022 19-02-37" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17262 GP_9READs_and_incubate_with_schedule "20-05-2022 22-44-00" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17277 GP_TRANSFERprotocol_with_schedule "20-05-2022 23-15-46" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17280 GP_9READs_and_incubate_with_schedule "21-05-2022 03-01-20" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17295 GP_TRANSFERprotocol_with_schedule "21-05-2022 03-33-19" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17298 GP_9READs_and_incubate_with_schedule "21-05-2022 07-16-16" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17313 GP_TRANSFERprotocol_with_schedule "21-05-2022 07-48-26" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17316 GP_9READs_and_incubate_with_schedule "21-05-2022 11-31-37" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17331 GP_TRANSFERprotocol_with_schedule "21-05-2022 12-03-53" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17334 GP_9READs_and_incubate_with_schedule "21-05-2022 16-45-34" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17354 GP_TRANSFERprotocol_with_schedule "21-05-2022 17-15-48" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17358 GP_9READs_and_incubate_with_schedule "21-05-2022 21-01-40" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17378 GP_TRANSFERprotocol_with_schedule "21-05-2022 21-31-41" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17381 GP_9READs_and_incubate_with_schedule "22-05-2022 01-15-59" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17396 GP_TRANSFERprotocol_with_schedule "22-05-2022 01-48-10" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17399 GP_9READs_and_incubate_with_schedule "22-05-2022 05-30-59" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17414 GP_TRANSFERprotocol_with_schedule "22-05-2022 06-03-09" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17417 GP_9READs_and_incubate_with_schedule "22-05-2022 09-44-52" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17432 GP_TRANSFERprotocol_with_schedule "22-05-2022 10-14-50" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17435 GP_9READs_and_incubate_with_schedule "22-05-2022 13-56-33" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17450 GP_TRANSFERprotocol_with_schedule "22-05-2022 14-28-43" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17453 GP_9READs_and_incubate_with_schedule "22-05-2022 19-15-11" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17473 GP_TRANSFERprotocol_with_schedule "22-05-2022 19-45-09" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17477 GP_9READs_and_incubate_with_schedule "22-05-2022 23-31-33" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17497 GP_TRANSFERprotocol_with_schedule "23-05-2022 00-01-31" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17500 GP_9READs_and_incubate_with_schedule "23-05-2022 03-47-29" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17515 GP_TRANSFERprotocol_with_schedule "23-05-2022 04-17-31" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17518 GP_9READs_and_incubate_with_schedule "23-05-2022 08-04-02" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17533 GP_TRANSFERprotocol_with_schedule "23-05-2022 08-33-58" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17536 GP_9READs_and_incubate_with_schedule "23-05-2022 12-20-49" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17551 GP_TRANSFERprotocol_with_schedule "23-05-2022 12-50-50" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17554 GP_9READs_and_incubate_with_schedule "23-05-2022 17-33-52" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17569 GP_TRANSFERprotocol_with_schedule "23-05-2022 18-03-53" Liconic.01_1_19 Liconic.01_1_19
17225 CultureBoxSmall_05 MediaBoxSmall_01 17572 GP_9READs_and_incubate_with_schedule "23-05-2022 21-47-37" Liconic.01_1_19 Liconic.01_1_19
